plan_enc,zone_enc,claim_history,policy_year,heat_addon,monthly_earnings,daily_hours,veh_enc,plat_enc,disruption_days_hist,zone_factor,claim_factor,loyalty_factor,base_premium,final_premium,raw_plan,raw_risk_zone,raw_vehicle_type,raw_platform
0,1,2,3,0,31624.239522828637,6.2816464214433125,3,1,18,1.0,1.15,0.9,399.0,789.03,SAATHI,MODERATE,ev_two_wheeler,Swiggy
0,0,2,1,0,37558.42241142013,8.882904062545256,0,3,21,0.85,1.15,1.0,399.0,985.34,SAATHI,SAFE,two_wheeler,Blinkit
0,0,0,2,1,32816.184870773446,8.262616299211153,3,2,4,0.85,0.9,0.95,399.0,632.3,SAATHI,SAFE,ev_two_wheeler,Zepto
1,2,0,2,1,16496.62346121264,8.29872397474545,0,3,10,1.25,0.9,0.95,699.0,1084.53,RAKSHAK,HIGH,two_wheeler,Blinkit
2,1,1,1,0,23266.445420229094,6.384054857550043,0,1,14,1.0,1.0,1.0,999.0,1335.11,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,0,2,1,0,24399.222370761076,10.77815527970179,0,0,12,0.85,1.15,1.0,699.0,1060.41,RAKSHAK,SAFE,two_wheeler,Zomato
0,0,1,3,0,12245.761934542024,7.057063270607903,2,3,15,0.85,1.0,0.9,399.0,464.5,SAATHI,SAFE,bicycle,Blinkit
1,1,0,3,0,38357.36299803325,9.412937868420052,0,2,13,1.0,0.9,0.9,699.0,1043.37,RAKSHAK,MODERATE,two_wheeler,Zepto
0,1,1,2,1,17734.467453573867,10.383984281753792,0,2,5,1.0,1.0,0.95,399.0,682.03,SAATHI,MODERATE,two_wheeler,Zepto
0,0,1,2,1,22561.64990881388,10.414721347622447,3,2,2,0.85,1.0,0.95,399.0,579.41,SAATHI,SAFE,ev_two_wheeler,Zepto
1,2,0,1,0,23025.14396383139,8.865691014131574,1,1,12,1.25,0.9,1.0,699.0,1161.7,RAKSHAK,HIGH,three_wheeler,Swiggy
2,0,0,1,0,13606.97162327166,8.666457985473636,0,0,9,0.85,0.9,1.0,999.0,969.47,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,0,2,0,26129.844063368175,4.058824356435416,0,2,23,0.85,0.9,0.95,699.0,921.48,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,3,0,28297.96367147826,10.382437450728581,0,2,14,1.0,0.9,0.9,699.0,999.21,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,2,2,0,36162.86945276451,7.844479526690145,0,1,16,1.25,1.15,0.95,699.0,1448.39,RAKSHAK,HIGH,two_wheeler,Swiggy
0,0,2,2,0,25143.39157569923,10.862862268139912,0,2,12,0.85,1.15,0.95,399.0,782.41,SAATHI,SAFE,two_wheeler,Zepto
0,0,2,1,0,14108.440140757153,7.006819721455834,0,3,1,0.85,1.15,1.0,399.0,461.8,SAATHI,SAFE,two_wheeler,Blinkit
2,1,1,2,0,38919.60713186189,9.087286125677906,1,3,20,1.0,1.0,0.95,999.0,1570.62,SURAKSHA,MODERATE,three_wheeler,Blinkit
0,0,0,2,0,12758.986265414527,10.26801202070327,0,1,0,0.85,0.9,0.95,399.0,443.7,SAATHI,SAFE,two_wheeler,Swiggy
1,1,0,3,1,21402.858209962968,8.920558032117583,3,3,15,1.0,0.9,0.9,699.0,958.5,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
2,1,2,1,0,21081.208615835065,11.61715133661081,0,1,18,1.0,1.15,1.0,999.0,1608.61,SURAKSHA,MODERATE,two_wheeler,Swiggy
0,0,0,1,0,36351.07705362256,7.777811406049635,0,1,15,0.85,0.9,1.0,399.0,755.94,SAATHI,SAFE,two_wheeler,Swiggy
2,0,1,2,1,31031.733800151353,8.561453054037552,0,2,9,0.85,1.0,0.95,999.0,1250.31,SURAKSHA,SAFE,two_wheeler,Zepto
0,0,1,1,1,38763.60812090458,5.893722446758958,0,3,6,0.85,1.0,1.0,399.0,768.09,SAATHI,SAFE,two_wheeler,Blinkit
1,0,0,3,0,19606.597358182353,4.830050748286851,3,0,4,0.85,0.9,0.9,699.0,599.63,RAKSHAK,SAFE,ev_two_wheeler,Zomato
1,0,0,3,0,18710.081978811584,4.2591131022079605,2,2,2,0.85,0.9,0.9,699.0,480.34,RAKSHAK,SAFE,bicycle,Zepto
1,0,0,2,0,16019.253166425502,5.483270802992434,2,0,6,0.85,0.9,0.95,699.0,485.21,RAKSHAK,SAFE,bicycle,Zomato
2,1,2,1,0,37923.166484418485,9.279947601082537,3,2,3,1.0,1.15,1.0,999.0,1498.62,SURAKSHA,MODERATE,ev_two_wheeler,Zepto
0,1,1,1,0,27409.835807485026,8.111643573525665,0,2,3,1.0,1.0,1.0,399.0,644.41,SAATHI,MODERATE,two_wheeler,Zepto
2,0,0,2,0,13380.24579740366,7.090301641164362,0,2,0,0.85,0.9,0.95,999.0,837.95,SURAKSHA,SAFE,two_wheeler,Zepto
1,0,0,1,1,23511.17567585576,7.557702214866686,3,3,11,0.85,0.9,1.0,699.0,919.96,RAKSHAK,SAFE,ev_two_wheeler,Blinkit
1,0,0,3,0,23071.711566786587,9.497519971749412,0,1,5,0.85,0.9,0.9,699.0,780.11,RAKSHAK,SAFE,two_wheeler,Swiggy
2,1,1,1,0,25539.395822130333,5.7607205283781795,0,1,12,1.0,1.0,1.0,999.0,1276.15,SURAKSHA,MODERATE,two_wheeler,Swiggy
0,0,1,1,0,15900.945506585298,10.929816244629414,0,0,23,0.85,1.0,1.0,399.0,804.11,SAATHI,SAFE,two_wheeler,Zomato
2,2,1,1,0,24102.46966612623,4.73190014709967,0,3,13,1.25,1.0,1.0,999.0,1521.98,SURAKSHA,HIGH,two_wheeler,Blinkit
1,0,2,2,0,16928.693141151747,10.929862962141364,0,0,21,0.85,1.15,0.95,699.0,1120.28,RAKSHAK,SAFE,two_wheeler,Zomato
1,2,2,3,1,13472.083138708089,4.835322955984944,0,1,12,1.25,1.15,0.9,699.0,1186.68,RAKSHAK,HIGH,two_wheeler,Swiggy
0,1,0,1,0,32222.050762862094,5.393253539163171,0,0,9,1.0,0.9,1.0,399.0,677.73,SAATHI,MODERATE,two_wheeler,Zomato
1,1,0,1,1,15489.174798993166,9.219807644057857,0,2,1,1.0,0.9,1.0,699.0,858.18,RAKSHAK,MODERATE,two_wheeler,Zepto
0,2,0,2,0,37192.80619544841,9.027255661127917,3,0,14,1.25,0.9,0.95,399.0,840.7,SAATHI,HIGH,ev_two_wheeler,Zomato
1,2,0,3,0,35064.898862622416,4.682146732893419,0,3,4,1.25,0.9,0.9,699.0,926.34,RAKSHAK,HIGH,two_wheeler,Blinkit
1,0,0,1,0,25679.189060327197,8.193570168506458,0,1,12,0.85,0.9,1.0,699.0,874.39,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,2,0,20840.815269553037,8.972149792272388,0,0,6,0.85,0.9,0.95,699.0,756.01,RAKSHAK,SAFE,two_wheeler,Zomato
1,2,0,2,0,38105.7479657439,10.865654327816237,0,2,18,1.25,0.9,0.95,699.0,1309.79,RAKSHAK,HIGH,two_wheeler,Zepto
1,1,2,1,0,32309.13894060459,10.691028619283195,2,0,5,1.0,1.15,1.0,699.0,1088.33,RAKSHAK,MODERATE,bicycle,Zomato
1,0,1,2,0,17954.6000223176,4.776145745896716,0,2,11,0.85,1.0,0.95,699.0,802.4,RAKSHAK,SAFE,two_wheeler,Zepto
1,2,0,3,0,20726.28166633017,8.20254611560577,3,1,16,1.25,0.9,0.9,699.0,1055.59,RAKSHAK,HIGH,ev_two_wheeler,Swiggy
2,1,1,2,0,20838.717472593846,5.002009848769664,2,0,15,1.0,1.0,0.95,999.0,1129.55,SURAKSHA,MODERATE,bicycle,Zomato
0,1,2,3,0,36341.864427785724,9.894611646012033,3,2,5,1.0,1.15,0.9,399.0,779.36,SAATHI,MODERATE,ev_two_wheeler,Zepto
0,0,0,2,0,28961.104454586162,9.055041273975082,3,2,15,0.85,0.9,0.95,399.0,653.3,SAATHI,SAFE,ev_two_wheeler,Zepto
1,1,0,1,0,13596.066851454152,8.702387594973478,2,1,7,1.0,0.9,1.0,699.0,737.72,RAKSHAK,MODERATE,bicycle,Swiggy
0,0,0,2,0,12745.034250175155,9.881828144812768,3,0,10,0.85,0.9,0.95,399.0,492.94,SAATHI,SAFE,ev_two_wheeler,Zomato
2,1,0,1,0,15635.99637570067,9.409565970852313,0,1,20,1.0,0.9,1.0,999.0,1275.06,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,0,0,2,0,31691.762376508646,10.675666022848773,0,1,11,0.85,0.9,0.95,699.0,951.95,RAKSHAK,SAFE,two_wheeler,Swiggy
1,1,1,1,1,12935.860028194105,8.63834275066364,3,3,14,1.0,1.0,1.0,699.0,1044.65,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
0,1,0,1,0,26017.346905350067,11.294280899054172,0,0,15,1.0,0.9,1.0,399.0,830.38,SAATHI,MODERATE,two_wheeler,Zomato
1,0,1,2,0,20664.952140493107,7.5837732510575195,3,2,2,0.85,1.0,0.95,699.0,673.8,RAKSHAK,SAFE,ev_two_wheeler,Zepto
2,0,2,1,1,24680.734091634327,11.565720867528196,3,1,12,0.85,1.15,1.0,999.0,1426.99,SURAKSHA,SAFE,ev_two_wheeler,Swiggy
1,0,0,2,0,26371.294127972382,4.8577791536679,0,1,18,0.85,0.9,0.95,699.0,880.83,RAKSHAK,SAFE,two_wheeler,Swiggy
0,0,0,1,0,22245.18036129861,5.835148017235056,0,3,3,0.85,0.9,1.0,399.0,453.45,SAATHI,SAFE,two_wheeler,Blinkit
1,1,0,1,0,15936.573708854237,7.39826673219349,0,1,16,1.0,0.9,1.0,699.0,949.08,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,2,0,3,0,18261.153354194612,10.856775516879328,3,2,17,1.25,0.9,0.9,699.0,1063.0,RAKSHAK,HIGH,ev_two_wheeler,Zepto
1,1,0,2,0,24579.687314786195,11.523977588104085,0,2,4,1.0,0.9,0.95,699.0,922.02,RAKSHAK,MODERATE,two_wheeler,Zepto
0,0,0,1,0,20840.191633573682,10.330903352983087,0,0,14,0.85,0.9,1.0,399.0,701.18,SAATHI,SAFE,two_wheeler,Zomato
1,1,2,3,1,36319.47926200346,5.391687101569804,0,3,5,1.0,1.15,0.9,699.0,1116.65,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,0,1,1,0,33560.594396763205,9.04140067909633,0,1,4,0.85,1.0,1.0,999.0,1172.2,SURAKSHA,SAFE,two_wheeler,Swiggy
2,2,0,1,0,17705.153603798426,6.085293238663493,0,1,8,1.25,0.9,1.0,999.0,1293.8,SURAKSHA,HIGH,two_wheeler,Swiggy
0,2,0,1,0,32369.358183901906,10.292045708224977,2,0,17,1.25,0.9,1.0,399.0,903.18,SAATHI,HIGH,bicycle,Zomato
1,1,1,1,0,29844.46038306467,4.5655728654749295,0,1,5,1.0,1.0,1.0,699.0,886.74,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,1,1,2,1,23506.391465803077,8.834435358571831,3,1,6,1.0,1.0,0.95,399.0,718.18,SAATHI,MODERATE,ev_two_wheeler,Swiggy
2,0,0,3,0,17922.188979889506,9.888283203408523,0,3,7,0.85,0.9,0.9,999.0,968.31,SURAKSHA,SAFE,two_wheeler,Blinkit
1,0,0,1,0,24751.05734694234,8.144122791268158,0,2,9,0.85,0.9,1.0,699.0,821.9,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,1,1,1,28476.074732696663,5.68610479543925,0,0,4,1.0,1.0,1.0,699.0,985.02,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,1,1,0,17719.1811022191,9.014421040518751,1,3,15,1.0,1.0,1.0,699.0,1088.47,RAKSHAK,MODERATE,three_wheeler,Blinkit
1,1,0,3,1,24631.64195433956,9.749594127782368,0,0,8,1.0,0.9,0.9,699.0,934.42,RAKSHAK,MODERATE,two_wheeler,Zomato
1,0,0,1,1,29838.404887932033,11.18934161242131,3,1,15,0.85,0.9,1.0,699.0,1061.37,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
1,0,0,1,0,25112.416560778784,10.825025375281893,0,0,1,0.85,0.9,1.0,699.0,788.09,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,0,2,0,24035.650752808353,6.451538692401944,3,1,11,0.85,0.9,0.95,699.0,812.95,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
1,0,2,1,0,14812.811391067116,8.073263724500821,1,0,4,0.85,1.15,1.0,699.0,938.02,RAKSHAK,SAFE,three_wheeler,Zomato
1,0,0,1,1,22251.167302005037,4.829093811846365,0,1,18,0.85,0.9,1.0,699.0,922.84,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,3,0,32776.628652633284,4.252104344657693,0,2,20,0.85,0.9,0.9,699.0,871.12,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,1,1,0,13039.172958944464,4.645358139129419,2,0,16,1.0,1.0,1.0,699.0,852.21,RAKSHAK,MODERATE,bicycle,Zomato
2,0,1,1,0,39109.847544161355,5.18281950289907,3,3,20,0.85,1.0,1.0,999.0,1318.85,SURAKSHA,SAFE,ev_two_wheeler,Blinkit
1,1,0,2,0,31638.179688692362,4.114983614222221,0,3,1,1.0,0.9,0.95,699.0,755.61,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,2,2,2,1,30685.291790695414,5.0046568216812855,0,0,24,1.25,1.15,0.95,699.0,1500.94,RAKSHAK,HIGH,two_wheeler,Zomato
0,1,0,2,0,30005.70781912083,10.100272302204278,0,0,1,1.0,0.9,0.95,399.0,674.91,SAATHI,MODERATE,two_wheeler,Zomato
1,0,1,3,0,32580.732174942765,10.931608505992333,2,2,23,0.85,1.0,0.9,699.0,1079.98,RAKSHAK,SAFE,bicycle,Zepto
0,1,2,3,0,14214.128587346147,7.580023117596065,3,2,7,1.0,1.15,0.9,399.0,622.97,SAATHI,MODERATE,ev_two_wheeler,Zepto
1,0,2,2,0,19676.593054824403,6.560453815082328,0,2,9,0.85,1.15,0.95,699.0,892.26,RAKSHAK,SAFE,two_wheeler,Zepto
0,1,0,3,0,14210.035941075545,5.533370550642195,0,1,22,1.0,0.9,0.9,399.0,677.12,SAATHI,MODERATE,two_wheeler,Swiggy
1,2,0,2,0,34553.05592513643,6.70888983290106,0,3,0,1.25,0.9,0.95,699.0,989.18,RAKSHAK,HIGH,two_wheeler,Blinkit
1,1,2,2,0,27608.347080580796,11.826646461417983,0,2,23,1.0,1.15,0.95,699.0,1366.23,RAKSHAK,MODERATE,two_wheeler,Zepto
2,0,0,1,0,36564.672613405,6.322895082933448,0,0,11,0.85,0.9,1.0,999.0,1181.09,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,0,2,0,31860.291559941506,4.16919858679533,0,1,2,0.85,0.9,0.95,699.0,680.0,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,2,0,35871.19405651401,5.585571091373345,1,0,21,0.85,0.9,0.95,699.0,1060.15,RAKSHAK,SAFE,three_wheeler,Zomato
1,0,0,1,0,17487.445171649335,11.550131057696115,0,3,21,0.85,0.9,1.0,699.0,986.33,RAKSHAK,SAFE,two_wheeler,Blinkit
1,0,0,2,0,39695.508935044534,6.120378299274266,0,1,9,0.85,0.9,0.95,699.0,860.3,RAKSHAK,SAFE,two_wheeler,Swiggy
0,0,1,2,0,16235.399964954926,6.277397910771709,2,0,4,0.85,1.0,0.95,399.0,368.98,SAATHI,SAFE,bicycle,Zomato
0,2,0,1,0,38129.401677372516,9.099219849673773,0,3,18,1.25,0.9,1.0,399.0,937.44,SAATHI,HIGH,two_wheeler,Blinkit
0,2,0,1,0,39820.18883893812,5.399071489558901,2,2,11,1.25,0.9,1.0,399.0,734.18,SAATHI,HIGH,bicycle,Zepto
1,0,1,1,0,39877.333669435786,9.325204005007677,0,3,20,0.85,1.0,1.0,699.0,1167.78,RAKSHAK,SAFE,two_wheeler,Blinkit
0,0,0,1,0,30187.202840902493,6.42098546343004,0,1,7,0.85,0.9,1.0,399.0,578.5,SAATHI,SAFE,two_wheeler,Swiggy
1,0,2,1,1,28007.008593792678,6.65326275341614,2,1,14,0.85,1.15,1.0,699.0,989.89,RAKSHAK,SAFE,bicycle,Swiggy
0,2,0,1,0,19191.241056305185,4.740132969464756,0,0,23,1.25,0.9,1.0,399.0,824.01,SAATHI,HIGH,two_wheeler,Zomato
1,1,1,1,1,14621.72101334162,11.640505497009892,3,2,7,1.0,1.0,1.0,699.0,998.49,RAKSHAK,MODERATE,ev_two_wheeler,Zepto
2,1,2,1,0,34090.46347017795,9.454283982307636,0,0,21,1.0,1.15,1.0,999.0,1742.9,SURAKSHA,MODERATE,two_wheeler,Zomato
0,1,0,1,0,27840.77672998524,4.1224846930152435,0,0,4,1.0,0.9,1.0,399.0,568.39,SAATHI,MODERATE,two_wheeler,Zomato
0,0,0,3,0,21938.07362710445,8.025433336410757,0,1,5,0.85,0.9,0.9,399.0,533.93,SAATHI,SAFE,two_wheeler,Swiggy
2,1,2,1,0,23745.481582514953,7.12554829680759,0,1,22,1.0,1.15,1.0,999.0,1626.92,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,1,0,1,0,36972.44764023548,6.2973181210444595,0,1,7,1.0,0.9,1.0,699.0,982.46,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,0,1,3,0,15373.491028277102,10.812297375183405,0,3,2,0.85,1.0,0.9,399.0,504.28,SAATHI,SAFE,two_wheeler,Blinkit
2,0,0,2,0,37994.43145546217,4.5250087054225405,3,2,0,0.85,0.9,0.95,999.0,896.37,SURAKSHA,SAFE,ev_two_wheeler,Zepto
2,2,0,3,0,35152.299720854135,8.50124338322194,2,1,0,1.25,0.9,0.9,999.0,1179.8,SURAKSHA,HIGH,bicycle,Swiggy
1,2,0,1,0,39004.10102790346,9.742964644415428,0,0,21,1.25,0.9,1.0,699.0,1402.01,RAKSHAK,HIGH,two_wheeler,Zomato
2,2,1,1,0,31689.593973713636,4.173600762204333,0,2,2,1.25,1.0,1.0,999.0,1435.89,SURAKSHA,HIGH,two_wheeler,Zepto
1,0,1,3,1,25547.79916093025,9.827379898395506,0,3,8,0.85,1.0,0.9,699.0,979.38,RAKSHAK,SAFE,two_wheeler,Blinkit
1,0,1,1,0,26266.248450277653,8.365997438235485,0,1,24,0.85,1.0,1.0,699.0,1059.72,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,1,0,27066.65059539112,8.069647873730133,0,1,13,0.85,0.9,1.0,699.0,857.68,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,2,2,0,30816.55334105498,9.083423365623776,0,3,22,0.85,1.15,0.95,699.0,1162.95,RAKSHAK,SAFE,two_wheeler,Blinkit
0,2,2,1,0,16166.644006508928,10.206978316353013,0,0,15,1.25,1.15,1.0,399.0,923.5,SAATHI,HIGH,two_wheeler,Zomato
1,2,1,1,0,18726.86051700051,7.7584345715894525,3,0,17,1.25,1.0,1.0,699.0,1147.08,RAKSHAK,HIGH,ev_two_wheeler,Zomato
0,1,1,1,0,30968.973918719254,8.206162693465803,2,3,22,1.0,1.0,1.0,399.0,841.06,SAATHI,MODERATE,bicycle,Blinkit
1,2,0,1,0,30076.68443699464,11.136470881677553,3,2,6,1.25,0.9,1.0,699.0,1154.63,RAKSHAK,HIGH,ev_two_wheeler,Zepto
1,0,1,2,0,15934.204487040612,7.543608085983462,0,1,13,0.85,1.0,0.95,699.0,890.22,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,2,0,28325.895163820023,11.681744579062597,0,1,15,0.85,0.9,0.95,699.0,980.1,RAKSHAK,SAFE,two_wheeler,Swiggy
1,1,0,1,0,15517.237168374606,6.488056029367099,3,1,15,1.0,0.9,1.0,699.0,891.51,RAKSHAK,MODERATE,ev_two_wheeler,Swiggy
1,2,0,3,0,21417.680348036294,8.693984951738743,2,3,24,1.25,0.9,0.9,699.0,1061.65,RAKSHAK,HIGH,bicycle,Blinkit
1,1,0,1,0,30644.017454055764,7.0293936797822685,3,3,15,1.0,0.9,1.0,699.0,1027.08,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
1,1,0,2,0,39126.81133617852,7.873705114781133,0,3,21,1.0,0.9,0.95,699.0,1146.48,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,0,0,2,0,13150.306218755548,6.778307794445582,0,3,11,0.85,0.9,0.95,399.0,505.89,SAATHI,SAFE,two_wheeler,Blinkit
1,2,1,1,0,13975.401783877049,11.472263929045114,3,2,3,1.25,1.0,1.0,699.0,1038.73,RAKSHAK,HIGH,ev_two_wheeler,Zepto
1,1,2,2,0,26788.97619984448,5.014982624504746,0,2,18,1.0,1.15,0.95,699.0,1152.25,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,0,1,1,22741.053129944434,7.394976208429077,0,2,16,0.85,0.9,1.0,699.0,964.67,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,0,1,0,18209.8257741393,10.243769107041238,0,0,6,0.85,0.9,1.0,699.0,793.75,RAKSHAK,SAFE,two_wheeler,Zomato
0,1,1,1,0,19821.665346074344,6.790963332842323,0,3,4,1.0,1.0,1.0,399.0,591.21,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,0,2,0,29564.79583628735,7.773590135129676,2,1,15,0.85,0.9,0.95,699.0,831.33,RAKSHAK,SAFE,bicycle,Swiggy
1,2,1,1,1,27529.37375391206,11.213049835890882,1,3,23,1.25,1.0,1.0,699.0,1531.8,RAKSHAK,HIGH,three_wheeler,Blinkit
2,2,0,2,0,34539.07134868719,11.738624890827758,0,2,6,1.25,0.9,0.95,999.0,1473.7,SURAKSHA,HIGH,two_wheeler,Zepto
2,1,0,1,0,26611.264508545304,8.685234683430394,0,1,19,1.0,0.9,1.0,999.0,1364.69,SURAKSHA,MODERATE,two_wheeler,Swiggy
0,0,0,1,0,16335.559050128739,6.849551547691036,3,0,19,0.85,0.9,1.0,399.0,567.15,SAATHI,SAFE,ev_two_wheeler,Zomato
0,1,0,1,0,36675.225897364326,4.623031912730326,0,1,15,1.0,0.9,1.0,399.0,781.63,SAATHI,MODERATE,two_wheeler,Swiggy
1,1,0,2,0,25179.627985749725,4.393187122761416,3,1,12,1.0,0.9,0.95,699.0,836.1,RAKSHAK,MODERATE,ev_two_wheeler,Swiggy
1,1,1,1,0,37453.751201108484,4.232990279912842,0,2,11,1.0,1.0,1.0,699.0,1059.03,RAKSHAK,MODERATE,two_wheeler,Zepto
1,1,0,1,0,34920.61045044703,11.196804758105888,0,2,11,1.0,0.9,1.0,699.0,1123.67,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,0,2,0,30558.00051682258,8.721366189197951,2,0,14,1.25,0.9,0.95,699.0,1118.57,RAKSHAK,HIGH,bicycle,Zomato
0,1,1,3,0,13991.09982997623,6.765255484334874,0,1,17,1.0,1.0,0.9,399.0,650.67,SAATHI,MODERATE,two_wheeler,Swiggy
1,1,2,3,0,24779.57631194788,8.877512489996544,0,0,8,1.0,1.15,0.9,699.0,1077.6,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,1,1,37095.18806120421,9.485702150597447,0,3,17,1.0,0.9,1.0,399.0,942.43,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,0,1,0,19033.376128925083,6.564540688131992,0,0,9,0.85,0.9,1.0,699.0,777.17,RAKSHAK,SAFE,two_wheeler,Zomato
1,2,2,2,0,32844.3806994515,5.21584145979241,0,0,0,1.25,1.15,0.95,699.0,1203.44,RAKSHAK,HIGH,two_wheeler,Zomato
1,2,0,3,0,19089.632574359348,8.442366602625452,0,3,15,1.25,0.9,0.9,699.0,1063.66,RAKSHAK,HIGH,two_wheeler,Blinkit
1,0,0,1,0,27217.564000324404,4.581890094217572,0,0,9,0.85,0.9,1.0,699.0,782.98,RAKSHAK,SAFE,two_wheeler,Zomato
0,1,0,2,0,29081.21367281704,7.059875684660755,2,3,16,1.0,0.9,0.95,399.0,686.34,SAATHI,MODERATE,bicycle,Blinkit
1,0,1,1,0,18365.01798996077,6.713898724230936,0,0,8,0.85,1.0,1.0,699.0,822.77,RAKSHAK,SAFE,two_wheeler,Zomato
0,1,0,1,0,18821.87994167632,7.7488144809720785,2,2,15,1.0,0.9,1.0,399.0,577.84,SAATHI,MODERATE,bicycle,Zepto
1,0,0,3,0,12114.973681128557,4.08810686668486,0,0,9,0.85,0.9,0.9,699.0,638.79,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,0,3,0,15999.685412573865,10.114012784555165,0,0,8,0.85,0.9,0.9,699.0,774.64,RAKSHAK,SAFE,two_wheeler,Zomato
1,2,1,3,0,15197.1458466397,8.146549779433464,0,3,22,1.25,1.0,0.9,699.0,1180.14,RAKSHAK,HIGH,two_wheeler,Blinkit
0,0,0,3,0,13769.271819686453,8.785499999508229,0,0,5,0.85,0.9,0.9,399.0,516.18,SAATHI,SAFE,two_wheeler,Zomato
1,1,0,3,0,16612.46509026973,7.43865006010402,0,3,7,1.0,0.9,0.9,699.0,812.8,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,0,0,1,0,26087.739532952954,6.527486579085094,0,1,19,0.85,0.9,1.0,399.0,722.69,SAATHI,SAFE,two_wheeler,Swiggy
1,2,0,2,0,19130.52722010851,11.985560435822286,0,0,12,1.25,0.9,0.95,699.0,1132.69,RAKSHAK,HIGH,two_wheeler,Zomato
0,1,1,1,0,34075.18686645755,10.544833346573988,0,2,8,1.0,1.0,1.0,399.0,772.53,SAATHI,MODERATE,two_wheeler,Zepto
1,1,1,3,0,13531.99689534192,8.283764596730705,0,0,24,1.0,1.0,0.9,699.0,1010.66,RAKSHAK,MODERATE,two_wheeler,Zomato
1,2,2,3,0,34710.92785654891,5.577941329336134,2,1,9,1.25,1.15,0.9,699.0,1160.63,RAKSHAK,HIGH,bicycle,Swiggy
1,0,0,1,0,16463.05677359926,11.74417737636591,3,0,20,0.85,0.9,1.0,699.0,939.98,RAKSHAK,SAFE,ev_two_wheeler,Zomato
1,1,2,1,0,24567.838238256085,8.79208835370854,1,1,13,1.0,1.15,1.0,699.0,1216.87,RAKSHAK,MODERATE,three_wheeler,Swiggy
1,1,0,2,0,37468.427461505766,9.071115694659536,0,1,23,1.0,0.9,0.95,699.0,1222.78,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,2,0,2,0,20579.166354134817,5.218321976541242,0,0,12,1.25,0.9,0.95,999.0,1299.39,SURAKSHA,HIGH,two_wheeler,Zomato
1,0,0,1,0,31716.915573451315,4.238324032260977,3,0,0,0.85,0.9,1.0,699.0,683.39,RAKSHAK,SAFE,ev_two_wheeler,Zomato
0,0,0,3,0,35575.538785630335,7.862838119863574,0,1,10,0.85,0.9,0.9,399.0,699.72,SAATHI,SAFE,two_wheeler,Swiggy
2,0,0,1,1,26822.937397730937,7.852713121754901,0,1,18,0.85,0.9,1.0,999.0,1264.6,SURAKSHA,SAFE,two_wheeler,Swiggy
2,1,0,1,1,35841.697086103304,7.864529961546421,2,3,20,1.0,0.9,1.0,999.0,1403.34,SURAKSHA,MODERATE,bicycle,Blinkit
1,1,1,1,1,13356.998509323024,5.682209423214891,0,3,19,1.0,1.0,1.0,699.0,1077.49,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,1,1,2,0,20975.770282105885,4.748160988783276,0,3,18,1.0,1.0,0.95,999.0,1265.86,SURAKSHA,MODERATE,two_wheeler,Blinkit
0,1,0,3,1,30844.228656082956,4.375715379261338,0,1,0,1.0,0.9,0.9,399.0,556.32,SAATHI,MODERATE,two_wheeler,Swiggy
1,0,2,2,0,37434.22729156629,4.744857252067121,0,2,11,0.85,1.15,0.95,699.0,1022.99,RAKSHAK,SAFE,two_wheeler,Zepto
