distance_to_zone_km,claim_frequency_30d,avg_claim_amount_30d,hours_since_last_claim,device_id_match,gps_trajectory_score,event_cluster_count,is_anomaly
0.39,0,323.4,164,1,0.81,8,0
1.75,0,985.64,260,1,0.97,12,0
0.69,0,401.54,240,1,0.81,24,0
0.13,0,1006.59,70,1,0.96,24,0
0.13,0,782.4,672,1,0.99,20,0
0.18,0,802.77,170,1,0.85,23,0
2.5,0,1062.48,119,1,0.85,10,0
2.01,0,1040.49,220,1,0.89,19,0
0.59,1,381.27,583,1,0.76,10,0
1.03,0,1191.69,698,1,0.82,4,0
1.41,0,1057.25,559,1,0.84,5,0
0.07,0,1197.54,676,1,0.92,9,0
1.59,0,453.63,417,1,0.83,24,0
0.35,2,1112.03,156,1,0.95,13,0
1.73,1,285.46,122,1,0.83,24,0
0.02,0,828.59,420,1,0.84,9,0
0.03,0,780.63,217,1,0.86,13,0
3.4,0,607.93,550,1,0.8,9,0
1.1,0,1078.45,299,1,0.86,16,0
0.46,0,1194.84,208,1,0.85,22,0
0.31,0,997.86,289,1,0.83,13,0
0.03,1,1057.01,350,1,0.86,19,0
1.66,0,234.74,615,1,0.88,6,0
0.63,1,516.27,466,1,0.89,6,0
1.78,0,978.2,489,1,0.94,16,0
0.75,0,995.12,375,1,0.94,11,0
0.48,0,227.34,352,1,0.82,21,0
0.32,0,1031.19,491,1,0.94,7,0
3.48,0,348.07,352,1,0.96,16,0
0.47,0,301.42,263,1,0.77,5,0
0.62,1,450.53,577,1,0.97,12,0
0.39,0,936.09,253,1,0.93,21,0
3.41,0,884.42,690,1,0.81,23,0
0.63,0,869.88,255,1,0.94,17,0
0.09,0,638.81,712,1,0.91,16,0
1.57,1,735.18,688,1,0.94,24,0
1.09,0,472.15,557,1,0.96,13,0
0.25,0,1134.88,645,1,0.95,7,0
0.3,0,438.23,182,1,0.81,15,0
1.19,0,653.26,61,1,0.94,13,0
2.36,1,859.52,412,1,0.77,4,0
0.13,0,1119.85,202,1,0.85,8,0
0.8,0,236.9,276,1,0.8,24,0
1.86,0,1071.13,625,1,0.86,14,0
0.45,0,1130.87,584,1,0.79,10,0
2.01,0,493.33,223,1,0.87,9,0
0.32,0,930.9,628,1,0.85,4,0
0.7,1,824.77,87,1,0.77,11,0
0.02,0,681.55,64,1,0.92,7,0
1.52,0,443.44,163,1,0.82,5,0
0.48,1,1140.89,544,1,0.76,9,0
0.46,0,1007.35,570,1,0.89,18,0
1.4,0,266.85,385,1,0.82,22,0
0.06,0,720.89,496,1,0.96,14,0
0.28,0,1083.41,126,1,0.86,19,0
0.42,0,748.03,136,1,0.86,13,0
0.02,1,666.7,232,1,0.76,13,0
0.5,2,771.39,404,1,0.93,3,0
0.64,0,945.74,681,1,0.84,16,0
0.91,0,555.76,57,1,0.86,23,0
1.07,0,308.72,703,1,0.83,22,0
0.9,0,635.09,701,1,0.99,13,0
0.01,0,1149.69,187,1,0.97,16,0
0.16,0,798.39,395,1,0.75,19,0
0.67,2,749.42,468,1,0.94,16,0
0.39,0,983.31,617,1,0.75,22,0
0.57,0,539.6,446,1,0.83,22,0
1.29,1,622.4,584,1,0.79,6,0
1.46,1,883.68,573,1,0.79,23,0
2.59,0,646.39,702,1,0.84,19,0
0.11,0,1123.75,678,1,0.81,18,0
1.19,0,747.96,529,1,0.99,17,0
2.29,1,921.11,57,1,0.94,14,0
0.2,0,917.11,287,1,0.99,3,0
0.28,0,1055.23,159,1,0.88,22,0
0.06,0,208.01,154,1,0.87,9,0
0.53,0,546.03,622,1,0.97,8,0
0.37,0,727.74,467,1,0.99,15,0
0.15,0,598.23,395,1,0.88,4,0
0.66,1,1125.78,321,1,0.77,6,0
0.26,0,1068.73,75,1,0.98,22,0
0.07,0,646.29,331,1,0.95,4,0
0.44,0,1170.47,244,1,0.83,18,0
0.69,0,321.32,59,1,0.94,5,0
0.32,0,331.5,713,1,0.82,18,0
0.11,0,480.24,95,1,1.0,19,0
0.1,0,1190.63,672,1,0.76,20,0
0.59,0,204.56,153,1,0.96,3,0
0.51,0,661.46,315,1,0.8,16,0
0.51,0,632.66,330,1,0.77,13,0
2.94,0,538.96,188,1,0.83,11,0
0.7,0,1064.04,450,1,0.81,22,0
1.77,0,1184.35,187,1,0.91,4,0
0.09,1,827.84,230,1,0.94,4,0
0.52,0,1116.78,241,1,0.82,21,0
0.22,0,896.98,599,1,0.93,23,0
0.96,0,712.77,75,1,0.76,16,0
0.8,0,1106.02,652,1,0.89,5,0
0.46,1,261.47,692,1,0.9,15,0
0.19,0,401.9,76,1,0.95,22,0
0.01,0,1015.46,206,1,0.89,13,0
0.48,1,667.79,680,1,0.94,5,0
0.43,0,353.06,177,1,0.82,17,0
0.75,1,222.82,569,1,0.8,24,0
1.18,0,243.8,679,1,0.82,16,0
2.43,0,902.62,108,1,0.98,16,0
0.75,1,393.41,312,1,0.98,8,0
1.46,0,870.68,542,1,0.99,16,0
0.34,0,550.78,307,1,0.76,24,0
0.58,0,795.6,345,1,0.91,8,0
0.69,0,611.91,694,1,0.78,14,0
0.71,0,216.96,203,1,0.75,17,0
2.88,1,358.69,464,1,0.92,8,0
0.92,0,1098.51,51,1,0.76,20,0
0.53,1,900.73,196,1,0.75,4,0
0.02,1,726.59,556,1,0.79,21,0
0.37,0,337.3,535,1,0.91,12,0
2.66,1,614.56,435,1,0.79,6,0
0.43,0,292.42,135,1,0.99,16,0
1.91,1,653.66,297,1,0.92,9,0
0.6,0,1144.7,233,1,0.98,18,0
0.34,0,489.17,87,1,0.83,14,0
0.58,0,879.91,131,1,0.89,18,0
0.35,2,345.76,536,1,0.99,22,0
1.36,0,1001.91,529,1,0.93,19,0
1.4,0,1069.03,543,1,0.87,24,0
1.04,0,541.45,625,1,0.9,3,0
0.65,0,663.85,685,1,0.79,20,0
1.59,0,856.11,547,1,0.88,16,0
0.06,1,882.22,251,1,0.77,4,0
0.45,0,541.49,362,1,0.86,15,0
0.58,0,407.6,304,1,0.79,13,0
1.42,0,668.07,664,1,0.83,9,0
0.65,0,309.94,303,1,0.79,20,0
0.59,0,1176.06,683,1,0.97,14,0
1.96,1,1055.89,221,1,0.86,16,0
2.97,0,634.73,674,1,0.84,11,0
1.77,1,456.5,326,1,0.99,10,0
0.81,0,845.87,578,1,0.96,20,0
0.07,0,718.68,374,1,0.93,9,0
1.11,1,1037.89,150,1,0.86,16,0
0.21,0,272.4,635,1,0.78,11,0
0.05,0,1029.48,307,1,1.0,10,0
0.62,1,378.63,579,1,0.91,24,0
0.13,0,1159.09,262,1,0.84,7,0
1.88,0,1123.35,250,1,0.87,22,0
0.0,0,934.0,679,1,0.9,13,0
0.87,1,537.2,82,1,0.81,4,0
0.36,1,1196.25,222,1,0.8,5,0
1.25,0,635.31,351,1,0.78,18,0
0.8,0,1172.8,347,1,1.0,19,0
0.46,0,214.75,668,1,0.88,22,0
1.75,0,1142.2,616,1,0.94,23,0
0.94,0,287.11,492,1,0.84,14,0
1.25,0,1176.8,510,1,0.8,16,0
0.51,0,749.45,522,1,0.84,3,0
0.21,0,990.33,709,1,0.75,16,0
1.28,0,662.74,371,1,0.89,20,0
0.02,0,554.52,643,1,0.99,3,0
0.03,0,351.2,388,1,0.83,10,0
0.33,0,1074.11,185,1,0.96,17,0
1.39,0,1105.91,601,1,0.9,20,0
0.27,0,1111.07,181,1,0.84,15,0
0.24,1,983.87,678,1,0.99,5,0
1.12,1,583.06,562,1,0.8,18,0
0.17,0,882.54,625,1,0.88,14,0
0.0,0,780.26,110,1,0.96,6,0
0.61,0,838.88,612,1,0.82,20,0
0.36,0,896.97,77,1,0.75,3,0
1.49,0,730.16,321,1,0.84,12,0
0.08,1,954.54,347,0,0.8,8,0
1.31,0,667.92,550,1,0.75,12,0
2.29,1,584.28,144,1,0.99,6,0
0.83,0,749.35,299,1,0.8,4,0
1.7,0,1030.28,703,1,0.89,17,0
0.72,0,514.96,680,1,0.87,6,0
1.08,0,894.4,699,1,0.99,7,0
0.04,1,732.32,614,1,0.9,17,0
0.03,0,1092.68,376,1,0.9,18,0
2.28,0,811.84,359,1,0.94,21,0
0.1,0,686.14,663,1,0.78,10,0
3.5,1,646.53,511,1,0.95,24,0
2.08,1,790.56,278,1,0.77,8,0
0.69,0,413.82,663,1,0.95,10,0
3.19,2,656.96,609,1,0.97,7,0
1.38,1,723.84,672,1,0.99,5,0
1.47,0,771.46,347,1,0.8,16,0
1.64,0,367.27,529,1,0.85,4,0
0.36,0,606.09,102,1,0.79,24,0
0.66,1,278.26,346,1,0.9,3,0
0.08,2,1007.63,107,1,0.95,12,0
0.79,0,934.16,617,1,0.87,19,0
0.31,0,859.07,114,1,0.95,9,0
0.21,2,847.55,672,1,0.82,3,0
0.86,1,412.89,469,1,0.77,23,0
0.71,0,891.44,205,1,0.77,5,0
0.07,0,1034.1,194,1,0.82,5,0
0.73,1,1192.33,148,1,0.91,4,0
1.05,0,1037.61,491,1,0.82,21,0
0.9,1,611.62,694,1,0.81,13,0
0.25,1,524.4,487,1,0.77,5,0
0.87,0,727.33,126,1,0.79,17,0
0.92,0,663.86,207,1,0.81,14,0
0.09,1,626.42,203,1,0.93,6,0
2.59,0,659.78,101,1,0.96,11,0
0.63,0,303.69,277,1,0.88,22,0
0.28,0,769.31,557,1,0.89,18,0
0.73,0,1150.41,257,1,0.85,8,0
0.55,0,540.28,532,1,0.86,3,0
0.12,1,328.57,394,1,0.79,9,0
0.38,2,1099.25,497,1,0.8,8,0
0.03,1,449.31,668,1,0.81,19,0
3.09,1,1023.58,627,1,0.96,14,0
0.03,0,887.27,360,1,0.92,17,0
0.69,1,619.16,498,1,0.78,22,0
0.77,0,1068.43,416,1,0.9,21,0
0.18,1,338.99,685,1,0.94,7,0
0.91,0,215.13,620,1,0.94,19,0
0.03,0,313.25,87,1,0.88,8,0
0.63,0,540.84,297,1,0.84,15,0
1.04,0,491.04,481,1,0.93,14,0
0.11,2,969.16,348,1,0.87,8,0
3.5,1,1150.92,116,1,0.85,18,0
1.77,0,260.47,203,1,0.87,5,0
0.14,0,670.82,213,1,0.8,4,0
0.07,2,547.12,710,1,0.85,3,0
0.93,1,257.31,622,1,0.84,19,0
1.36,0,314.75,287,1,0.83,17,0
0.34,0,254.29,93,1,0.94,11,0
0.01,0,202.05,340,1,0.82,11,0
0.13,0,389.0,592,1,0.89,10,0
1.92,0,753.4,318,1,0.94,7,0
1.17,0,803.92,322,1,0.78,4,0
0.52,0,574.02,158,1,0.91,4,0
1.61,2,1029.99,454,1,0.88,17,0
0.7,0,1033.66,80,1,1.0,13,0
0.18,1,1018.79,174,1,0.99,17,0
1.79,0,355.33,119,1,0.76,16,0
1.87,0,1076.93,316,1,0.95,17,0
0.26,1,412.05,519,1,0.82,21,0
1.55,1,402.53,532,1,0.86,18,0
0.56,0,1070.05,64,0,0.92,10,0
0.19,0,1188.1,661,1,0.78,3,0
0.33,0,933.78,173,1,0.75,12,0
0.31,0,604.51,401,1,0.89,17,0
0.11,0,578.71,713,0,0.77,11,0
0.54,1,1018.98,122,1,0.92,16,0
0.38,1,1095.03,282,1,0.87,8,0
0.53,0,707.41,170,1,0.84,15,0
0.09,1,709.73,475,1,0.93,7,0
0.16,0,311.77,676,1,0.76,19,0
0.52,0,486.26,608,1,0.81,23,0
1.22,0,1011.52,223,1,0.9,7,0
0.61,0,238.51,54,1,0.78,15,0
0.1,0,896.06,684,1,0.77,15,0
0.38,0,564.66,186,1,0.84,20,0
0.43,0,1000.09,669,1,0.88,3,0
0.11,0,1047.98,445,1,0.93,23,0
0.56,0,846.56,307,1,0.99,15,0
0.47,1,921.3,604,1,0.96,7,0
0.03,2,667.84,658,1,0.87,15,0
0.38,1,1132.54,268,1,0.87,11,0
0.58,0,617.26,308,1,0.89,22,0
0.02,1,985.59,405,1,0.88,11,0
1.42,0,1069.98,502,1,0.76,22,0
0.05,0,623.05,382,1,0.99,3,0
0.38,0,624.44,171,1,0.95,20,0
0.31,0,760.73,674,1,0.9,15,0
1.09,0,651.04,713,1,0.91,7,0
0.19,0,452.06,376,1,0.8,3,0
0.59,0,1032.84,210,1,0.77,3,0
0.61,0,828.92,291,1,0.82,9,0
0.99,1,1144.58,650,1,0.95,14,0
0.31,0,972.99,537,1,0.95,9,0
0.23,1,542.88,245,1,0.98,22,0
1.0,0,1008.68,199,1,1.0,9,0
0.36,0,860.41,57,1,0.91,18,0
0.26,0,485.95,102,1,0.8,5,0
1.29,0,211.15,432,1,0.87,5,0
2.99,2,1144.37,273,1,0.85,15,0
0.27,0,552.46,331,1,0.83,21,0
0.47,0,964.6,468,1,0.8,6,0
0.0,0,927.75,642,1,0.89,8,0
0.5,0,272.54,483,1,0.97,6,0
0.03,0,513.21,676,1,0.8,6,0
1.29,0,469.67,76,1,0.77,14,0
0.61,0,589.99,546,1,0.81,3,0
2.44,0,594.29,705,1,0.84,11,0
2.76,1,899.69,114,1,1.0,7,0
0.61,0,348.72,98,1,0.85,11,0
0.07,0,587.99,431,1,0.85,9,0
0.1,1,482.47,621,1,0.83,17,0
0.4,0,390.76,466,1,0.86,24,0
0.48,0,487.67,423,1,0.9,5,0
0.49,0,998.34,648,1,0.98,20,0
0.34,0,831.99,637,1,0.99,24,0
0.14,0,539.4,96,1,0.97,21,0
0.19,0,563.69,265,1,0.9,8,0
0.4,0,923.28,249,1,0.91,15,0
0.47,0,491.26,603,1,0.77,14,0
0.3,0,700.31,591,1,0.81,9,0
1.06,0,495.58,645,1,0.99,7,0
0.04,1,1028.35,119,1,0.99,9,0
0.9,0,559.25,520,1,0.92,21,0
1.89,0,237.38,693,1,0.97,10,0
1.6,1,1144.42,184,1,0.94,18,0
0.53,0,238.77,635,1,0.91,12,0
0.58,1,912.41,365,1,0.94,16,0
1.42,0,1120.66,420,1,0.84,23,0
1.6,0,1161.39,706,1,0.99,11,0
2.0,1,295.0,152,1,0.82,15,0
0.44,0,396.79,715,1,0.86,4,0
0.16,0,834.64,296,1,0.89,8,0
1.72,0,824.99,268,1,0.77,14,0
0.53,0,207.25,571,1,0.76,3,0
1.9,0,776.2,417,1,0.79,10,0
0.56,1,930.7,269,1,0.83,21,0
1.28,0,828.83,239,1,0.98,8,0
2.58,0,515.18,587,1,0.83,19,0
0.29,0,911.91,339,1,0.75,9,0
1.16,0,880.74,581,1,0.77,10,0
2.46,0,1153.83,158,1,0.89,19,0
1.6,0,614.39,290,1,0.82,24,0
2.83,0,1170.72,685,1,0.8,19,0
1.6,0,598.23,584,1,0.85,17,0
0.25,0,1153.43,390,1,0.98,14,0
0.04,0,920.25,705,1,0.95,23,0
0.26,0,1150.8,367,1,0.98,5,0
1.81,0,1038.14,503,1,0.85,17,0
0.7,0,827.18,56,1,0.95,19,0
0.22,0,915.38,445,1,0.8,13,0
0.03,0,849.43,197,1,0.79,9,0
0.22,1,887.54,462,1,0.82,23,0
0.71,0,1025.97,132,1,0.75,5,0
0.52,0,727.71,546,1,0.92,18,0
0.06,1,459.84,477,1,0.88,3,0
0.93,1,833.92,455,1,0.91,5,0
2.93,0,517.25,125,1,0.82,14,0
0.34,1,1193.21,549,1,0.89,14,0
1.39,0,749.76,90,1,0.82,6,0
2.17,0,727.62,469,1,0.95,9,0
0.03,0,508.21,259,1,0.8,11,0
1.08,0,626.51,349,1,0.78,19,0
0.4,0,544.0,600,1,0.84,4,0
0.52,0,731.53,369,1,0.93,13,0
0.27,2,248.46,601,1,0.75,3,0
1.78,0,315.57,311,1,0.91,14,0
0.41,1,1122.77,173,1,0.97,24,0
0.08,0,983.04,75,1,1.0,15,0
0.01,0,889.92,619,1,0.87,15,0
0.02,0,437.58,558,1,0.89,20,0
0.02,0,747.89,531,1,0.76,11,0
1.34,0,639.04,84,1,0.77,17,0
0.22,0,450.68,250,1,0.91,23,0
0.51,0,352.7,552,1,0.79,21,0
0.04,0,288.52,395,1,0.8,11,0
1.39,0,357.78,487,1,0.89,12,0
2.48,1,493.02,272,1,0.8,15,0
0.4,0,1053.33,689,1,0.84,17,0
1.25,0,786.9,180,1,0.81,10,0
0.7,0,1063.19,330,1,0.98,10,0
0.53,0,599.38,442,1,0.84,24,0
0.18,0,809.59,400,1,0.8,11,0
3.5,2,764.91,699,1,0.9,14,0
0.03,0,386.15,616,1,0.76,15,0
1.68,0,738.31,227,1,1.0,3,0
1.7,0,952.65,206,1,0.76,3,0
0.74,0,1102.42,612,1,0.77,19,0
0.25,0,582.11,683,1,0.83,17,0
0.05,0,823.44,325,1,0.78,12,0
0.63,1,263.13,606,1,0.78,22,0
0.34,0,266.58,447,1,0.8,20,0
1.27,0,411.16,610,1,0.77,6,0
0.05,0,648.0,102,1,0.79,4,0
0.59,1,587.51,654,0,0.95,23,0
1.56,0,1142.28,604,1,0.91,5,0
0.26,1,1078.95,71,1,0.93,14,0
0.46,0,670.04,348,1,0.98,21,0
0.53,2,533.13,238,1,0.75,24,0
0.33,0,878.99,432,1,0.79,23,0
0.85,0,852.47,162,1,0.88,21,0
1.55,1,726.95,294,1,0.9,21,0
1.02,1,802.72,312,1,0.84,21,0
0.2,0,996.03,282,1,1.0,7,0
0.16,0,237.92,125,1,0.89,14,0
0.08,2,824.24,241,1,0.91,7,0
0.21,0,1131.83,310,1,0.89,22,0
0.42,0,1168.2,370,1,0.87,4,0
2.84,0,384.41,519,1,0.77,3,0
2.68,0,304.93,335,1,0.83,17,0
0.04,1,838.29,302,1,0.81,6,0
0.17,0,585.73,84,1,0.93,11,0
1.15,1,642.79,341,1,0.87,7,0
0.44,0,461.47,187,1,0.77,16,0
0.12,0,582.03,120,1,0.82,6,0
0.37,1,237.47,75,1,0.93,23,0
0.35,0,400.74,121,1,0.93,12,0
0.92,2,709.7,652,1,0.8,4,0
0.11,1,579.23,379,1,0.99,21,0
1.74,0,553.18,502,1,0.86,8,0
0.61,0,404.08,154,1,0.86,4,0
0.04,1,1103.71,513,1,0.85,6,0
0.29,0,733.37,264,1,0.9,23,0
2.95,0,1061.48,195,1,0.94,12,0
0.22,0,476.44,697,1,0.93,13,0
0.01,0,763.61,421,1,0.84,7,0
0.98,0,621.29,332,1,0.92,6,0
0.02,0,1131.78,403,1,0.98,15,0
0.45,1,335.07,702,1,0.97,3,0
0.51,0,589.86,375,1,0.83,4,0
0.5,0,655.0,630,1,0.85,8,0
2.61,0,1038.81,449,1,0.85,15,0
0.1,0,897.08,429,1,0.83,7,0
0.19,0,239.06,148,1,0.96,17,0
0.22,0,1092.99,170,1,0.93,4,0
0.09,0,1035.12,323,1,0.78,18,0
0.2,0,465.09,182,1,0.84,5,0
0.06,0,496.68,571,1,0.86,6,0
0.24,0,1132.23,493,1,0.91,19,0
0.52,0,948.05,199,1,0.76,16,0
0.65,0,1074.54,147,1,0.98,24,0
0.54,0,766.26,333,1,0.89,12,0
0.67,0,433.44,508,1,0.9,19,0
0.34,0,731.75,718,1,0.84,13,0
3.38,1,1005.47,130,1,0.8,17,0
0.11,0,841.69,208,1,0.81,21,0
0.15,0,849.18,288,1,0.75,6,0
0.48,0,1012.92,364,1,0.99,18,0
0.7,0,1036.6,119,1,0.8,5,0
0.4,0,1100.72,545,1,0.87,12,0
0.86,0,740.64,110,1,0.94,8,0
1.14,1,1072.25,516,1,0.93,17,0
0.32,0,795.46,580,1,0.98,9,0
0.2,0,1144.35,202,1,0.83,16,0
1.02,0,943.3,506,1,0.96,7,0
0.83,2,1070.3,237,1,0.95,9,0
0.64,0,616.17,632,1,0.76,8,0
0.15,0,1056.98,278,1,0.9,13,0
0.2,0,1149.64,642,1,0.82,22,0
0.18,0,813.33,405,1,0.8,7,0
0.11,1,728.74,220,1,1.0,18,0
0.52,1,674.46,663,1,0.95,3,0
2.66,1,699.28,411,1,0.88,13,0
0.28,0,936.68,703,1,0.85,5,0
0.77,0,513.52,529,1,0.87,20,0
0.95,0,493.88,688,1,0.79,16,0
0.82,0,1044.28,158,1,0.78,21,0
1.09,0,1103.09,337,1,0.95,21,0
1.07,0,927.15,565,1,0.77,21,0
0.63,0,1020.73,632,1,0.81,4,0
0.84,0,1033.48,192,1,0.89,21,0
0.55,1,702.3,293,1,0.8,7,0
0.65,0,401.64,205,1,0.92,11,0
1.63,0,1092.34,655,1,0.93,9,0
0.55,0,1178.54,543,1,0.79,24,0
0.74,0,1003.34,412,1,0.79,8,0
3.5,0,380.82,547,1,0.97,14,0
0.02,0,858.96,432,1,0.94,17,0
0.6,0,972.34,338,1,0.87,18,0
2.68,0,1190.31,652,1,0.91,11,0
0.32,0,618.77,89,1,0.96,21,0
0.51,2,660.57,662,1,0.82,3,0
0.34,0,658.27,650,1,0.78,9,0
1.02,0,935.27,149,1,0.83,10,0
0.28,0,289.0,638,1,0.87,19,0
0.36,0,1153.5,212,1,0.82,14,0
1.91,0,592.22,150,1,0.77,20,0
2.65,0,501.07,445,1,0.9,14,0
1.22,0,910.15,478,1,0.97,23,0
0.32,1,520.92,429,1,0.93,11,0
0.68,1,335.8,694,1,0.99,6,0
0.33,0,719.29,618,1,0.75,5,0
2.51,1,389.46,179,1,0.77,23,0
3.5,0,1127.59,152,1,0.96,20,0
0.07,0,389.74,580,1,0.92,19,0
0.44,1,1098.5,356,1,0.93,7,0
2.91,0,345.97,454,1,0.9,20,0
0.82,0,958.03,598,1,0.79,17,0
0.87,0,494.97,89,1,0.83,15,0
0.9,2,784.32,291,1,0.91,3,0
0.7,2,468.79,337,1,0.93,4,0
1.18,0,1187.16,354,1,0.87,6,0
0.01,0,239.04,188,1,0.87,18,0
2.71,0,385.19,385,1,0.94,23,0
0.03,1,464.68,333,1,0.79,15,0
0.08,0,1122.11,578,1,0.99,13,0
0.4,0,959.3,102,1,0.95,11,0
0.48,0,574.48,334,1,0.85,16,0
1.91,1,645.87,463,1,0.84,3,0
0.58,0,776.53,271,1,0.9,23,0
0.51,0,1140.14,333,1,0.8,16,0
0.31,0,1170.23,156,1,0.8,10,0
0.51,0,1047.29,602,1,0.8,12,0
0.22,0,436.77,719,1,0.94,13,0
0.18,0,694.47,684,1,0.9,17,0
1.59,0,839.03,351,1,0.76,12,0
3.12,0,1176.09,318,1,0.79,6,0
1.51,0,882.36,263,1,0.99,17,0
0.91,0,879.38,350,1,0.75,16,0
0.53,0,850.23,477,1,0.97,9,0
0.25,0,715.92,84,1,0.99,20,0
0.23,0,405.23,214,1,0.84,15,0
0.42,0,1078.0,450,0,0.98,15,0
0.14,0,572.41,61,1,0.8,19,0
3.4,0,456.17,714,1,0.91,17,0
0.02,0,582.03,228,1,0.78,13,0
0.96,0,1135.1,275,1,0.96,24,0
0.06,0,987.7,112,1,0.75,4,0
0.68,0,1035.29,482,1,0.88,16,0
0.85,0,347.66,623,1,0.87,6,0
3.13,2,1128.99,232,1,0.82,9,0
0.04,0,746.05,165,1,0.85,9,0
0.49,0,284.52,223,1,0.83,17,0
0.88,0,913.33,308,1,0.98,6,0
0.17,0,524.04,388,1,0.91,23,0
0.34,0,1073.48,636,1,0.78,19,0
0.48,1,793.38,205,1,0.78,18,0
0.34,0,1109.05,93,1,0.77,6,0
0.0,0,768.57,563,1,0.84,8,0
1.24,0,397.25,122,1,0.86,12,0
0.08,1,377.2,675,1,0.87,20,0
0.13,0,1198.04,321,1,0.89,24,0
0.91,0,229.57,621,1,0.78,24,0
0.95,0,650.52,541,1,0.76,4,0
3.41,0,1134.3,419,1,0.95,6,0
0.0,0,968.08,206,1,0.95,13,0
0.53,0,1177.15,651,1,0.88,14,0
1.44,0,460.4,708,1,0.9,14,0
0.25,2,318.19,567,1,0.76,17,0
0.03,2,1187.73,121,1,0.98,5,0
0.42,0,1022.73,616,1,0.84,3,0
0.01,0,696.44,447,1,0.96,7,0
1.44,1,696.38,645,1,0.93,12,0
0.06,0,520.4,421,1,0.88,15,0
0.33,0,1156.57,353,1,0.82,5,0
0.14,1,216.48,328,1,0.79,13,0
1.28,0,382.33,460,1,0.9,15,0
2.9,0,703.82,236,1,0.82,7,0
0.51,0,805.46,561,1,0.93,5,0
1.17,0,802.15,551,1,0.82,18,0
0.09,0,330.93,309,1,0.95,14,0
0.28,0,1175.37,704,1,0.78,4,0
0.43,0,1126.57,134,1,0.77,7,0
0.26,0,364.76,315,1,0.98,5,0
0.9,1,1193.56,448,1,0.97,13,0
1.6,1,1134.05,696,1,0.91,15,0
0.6,0,212.97,212,1,0.86,3,0
1.54,0,945.77,291,1,0.92,5,0
0.28,0,646.43,88,1,0.95,18,0
0.26,0,811.11,206,1,0.84,10,0
1.26,0,833.71,272,1,0.76,15,0
0.49,0,487.06,238,1,0.93,15,0
0.76,0,474.91,175,1,0.87,10,0
1.2,1,489.99,136,1,0.96,14,0
0.15,0,596.24,537,1,0.87,8,0
0.25,2,735.33,188,1,0.84,19,0
0.37,0,224.03,54,1,0.88,20,0
1.49,2,233.85,390,1,0.91,9,0
0.87,1,202.93,430,1,0.95,6,0
0.43,0,447.72,236,1,0.87,4,0
0.57,1,814.21,389,1,0.89,10,0
1.3,1,883.73,511,1,0.79,7,0
0.04,0,886.02,662,1,0.98,3,0
0.37,1,1180.67,554,1,0.8,22,0
0.01,0,919.47,105,1,0.84,15,0
0.2,0,1152.38,558,1,0.92,5,0
0.71,0,609.99,532,1,0.82,19,0
1.32,0,1127.72,411,1,0.81,4,0
1.96,1,611.12,199,1,0.87,21,0
1.34,0,520.69,301,1,0.89,10,0
1.4,0,1025.74,214,1,0.92,12,0
0.35,0,812.82,353,1,0.87,3,0
0.16,0,263.28,614,1,0.97,19,0
0.95,0,365.56,458,1,0.82,22,0
0.1,0,705.8,569,1,0.9,15,0
0.32,0,1089.87,175,1,0.92,6,0
0.34,1,903.2,165,1,0.75,21,0
0.52,0,238.9,62,1,0.94,17,0
1.46,0,530.77,651,1,0.88,12,0
0.99,0,1132.0,615,1,0.95,4,0
0.95,0,1023.15,90,1,0.97,22,0
0.84,0,948.57,441,1,0.8,11,0
2.67,1,898.7,421,1,0.83,6,0
0.93,0,429.72,209,1,0.94,21,0
0.82,2,334.52,263,1,0.84,24,0
0.02,0,483.59,677,1,0.96,4,0
0.54,0,224.66,583,1,0.93,9,0
0.0,1,923.87,77,1,0.86,15,0
0.42,0,1146.74,59,1,0.92,20,0
1.5,0,945.04,438,1,0.91,15,0
0.13,0,1173.56,246,1,0.9,7,0
1.49,0,1171.71,565,1,0.89,15,0
1.61,1,1061.86,282,1,0.87,13,0
1.46,0,328.39,528,1,0.94,16,0
1.08,0,733.23,473,1,0.82,23,0
0.16,0,716.21,350,1,0.96,18,0
0.45,0,826.25,225,1,0.86,5,0
0.11,0,739.08,233,1,0.96,16,0
0.41,1,869.2,434,1,0.91,11,0
1.44,0,635.48,605,1,0.81,14,0
1.01,0,461.53,297,1,0.79,21,0
0.11,1,911.12,709,1,0.94,15,0
1.93,0,617.95,327,1,0.76,10,0
0.47,0,564.83,281,1,0.88,7,0
0.18,0,654.41,220,1,0.89,20,0
0.33,0,317.37,488,1,0.9,13,0
0.31,0,767.49,671,1,0.93,15,0
0.64,2,950.82,117,1,0.89,17,0
0.8,0,490.0,455,1,0.9,8,0
0.32,0,232.9,245,1,0.76,9,0
0.05,0,1070.04,62,1,0.77,18,0
0.28,0,351.1,278,1,0.8,3,0
0.65,0,722.3,451,1,1.0,11,0
1.04,0,1080.41,415,1,0.97,22,0
0.64,0,383.66,241,1,0.97,8,0
1.12,0,680.89,121,1,0.84,14,0
0.29,0,704.16,314,1,0.86,10,0
0.33,1,1019.89,534,1,0.8,19,0
0.56,0,414.58,590,1,1.0,8,0
1.83,0,393.12,347,1,0.87,14,0
0.4,0,222.77,157,1,0.85,8,0
1.26,0,961.37,175,1,0.9,15,0
0.22,1,951.55,541,1,0.89,6,0
0.11,0,1186.82,469,1,0.89,16,0
0.0,0,653.21,548,1,0.81,20,0
