rainfall,aqi,temperature,civic_event,label
1.43,81.58,41.19,0,1
2.2,55.52,27.55,0,0
0.56,197.99,32.4,0,1
0.76,58.89,32.3,0,0
6.09,29.72,25.8,0,1
2.17,96.27,22.15,0,0
2.58,73.52,27.26,0,0
24.14,347.59,27.52,0,4
0.0,333.81,25.09,0,3
1.15,46.64,25.79,0,0
2.31,50.74,32.58,0,0
0.0,351.73,26.12,0,3
27.97,177.17,31.3,1,4
7.86,206.74,30.68,0,2
0.64,63.2,32.97,0,0
2.31,27.16,24.47,0,0
0.0,64.75,42.06,0,1
0.0,86.34,41.36,0,1
1.97,175.09,33.45,0,1
1.49,52.82,33.21,1,3
0.39,207.19,34.14,0,1
8.38,32.59,28.86,0,1
23.68,71.47,21.33,0,3
0.0,124.5,41.98,0,1
0.0,310.27,24.38,0,3
0.57,117.49,30.63,1,3
0.93,28.56,25.36,0,0
0.74,73.06,32.67,0,0
1.57,18.55,23.18,0,0
7.09,80.87,34.2,0,1
2.71,38.08,24.9,0,0
0.24,20.88,27.8,0,0
8.29,177.41,31.38,0,2
19.52,99.5,27.72,0,3
0.38,65.57,33.33,1,3
29.65,138.19,32.71,1,4
2.61,81.17,28.77,0,0
1.01,71.02,28.97,1,3
6.93,58.41,27.31,0,1
1.9,17.95,34.23,0,0
0.82,88.4,31.94,0,0
8.02,221.57,32.89,0,2
41.07,372.03,25.5,0,4
2.9,19.26,28.68,0,0
26.0,87.62,24.88,0,3
0.0,118.64,43.91,0,1
1.7,28.85,31.82,0,0
0.81,80.43,32.95,0,0
1.5,73.94,31.69,0,0
9.73,202.91,30.88,0,2
19.65,151.22,28.95,1,4
25.42,125.26,25.18,0,3
12.5,200.78,30.26,0,2
27.16,56.86,23.51,0,3
0.98,79.5,27.57,0,0
2.37,79.85,24.43,0,0
2.55,53.82,30.6,0,0
0.18,29.02,27.22,0,0
2.69,61.38,30.15,0,0
10.72,221.57,36.26,0,2
0.25,98.84,30.35,0,0
12.3,209.04,33.77,0,2
20.79,81.31,29.23,1,4
2.37,72.36,22.34,0,0
1.63,67.54,32.0,0,0
30.18,452.0,24.02,0,4
8.54,66.77,27.07,0,1
0.67,106.32,32.86,1,3
7.83,239.0,37.54,0,2
1.73,90.56,28.43,0,0
11.95,73.12,31.64,0,1
1.95,85.8,32.58,0,0
0.0,128.6,42.36,0,1
10.97,184.0,33.62,0,2
0.0,325.07,20.56,0,3
0.27,27.63,24.64,0,0
1.33,28.58,42.39,0,1
1.61,185.45,29.47,0,1
2.53,15.34,23.88,0,0
1.03,179.03,25.2,0,1
0.48,64.54,32.0,0,0
2.09,91.49,30.08,0,0
8.43,166.0,32.92,0,2
11.8,236.41,35.04,0,2
2.39,28.01,32.57,0,0
0.46,28.78,34.79,0,0
11.52,74.21,27.42,0,1
0.0,393.79,27.87,0,3
25.08,405.14,27.45,0,4
11.63,230.04,34.56,0,2
2.93,60.45,26.1,0,0
10.25,161.0,32.56,0,2
1.07,201.05,32.78,0,1
2.22,44.04,26.99,0,0
1.77,22.94,33.87,0,0
1.35,208.26,31.3,0,1
17.35,93.4,22.93,0,3
2.98,79.1,28.31,0,0
0.57,40.4,28.33,0,0
10.91,40.5,28.66,0,1
1.64,94.2,42.97,0,1
0.81,28.69,22.62,0,0
0.85,48.24,23.43,0,0
17.3,120.39,20.41,0,3
9.15,174.5,35.64,0,2
0.0,410.28,22.65,0,3
40.25,338.21,27.23,0,4
0.55,93.4,41.73,0,1
1.78,45.06,34.69,0,0
0.94,63.14,31.49,0,0
20.35,455.75,27.05,0,4
3.0,40.55,24.75,0,0
0.03,90.3,25.49,0,0
11.98,57.73,25.48,0,1
0.38,33.0,31.63,0,0
9.34,23.71,26.87,0,1
1.44,36.12,28.18,0,0
1.34,26.71,42.73,0,1
0.0,379.81,29.43,0,3
8.44,231.46,35.88,0,2
2.14,39.6,28.39,0,0
0.25,80.33,32.77,0,0
0.72,51.55,32.55,0,0
2.43,93.43,29.3,0,0
0.81,24.47,25.37,0,0
18.7,72.25,26.78,0,3
1.05,65.24,26.45,0,0
0.05,191.78,32.47,0,1
22.59,33.67,27.06,0,3
8.88,180.54,30.2,0,2
0.76,67.57,29.12,0,0
29.79,220.25,28.36,1,4
10.03,212.84,37.76,0,2
2.39,65.18,34.35,0,0
2.16,18.16,25.21,0,0
1.3,97.05,22.88,0,0
0.61,51.04,22.79,0,0
18.19,374.81,21.87,0,4
1.05,68.55,30.84,0,0
1.47,90.58,23.93,0,0
27.43,85.47,26.83,1,4
29.29,479.94,22.73,0,4
0.0,86.25,44.19,0,1
1.73,42.27,31.58,0,0
1.79,15.0,25.28,0,0
0.63,88.14,33.89,0,0
11.13,178.47,32.2,0,2
2.33,36.5,34.65,0,0
14.0,196.73,34.71,0,2
1.81,97.78,22.39,0,0
0.84,98.5,23.72,0,0
0.0,361.57,26.69,0,3
2.84,108.91,29.7,1,3
8.27,235.01,30.77,0,2
0.87,27.98,27.29,0,0
1.15,92.27,41.68,0,1
1.34,15.34,24.01,0,0
1.6,95.74,22.26,0,0
2.91,89.94,32.85,0,0
1.93,32.27,30.46,0,0
1.91,51.45,33.8,0,0
0.57,85.8,31.58,0,0
0.36,41.46,28.26,0,0
2.54,59.28,33.95,0,0
0.15,89.07,23.95,0,0
1.39,56.82,22.31,0,0
0.65,98.04,41.56,0,1
3.86,103.88,28.97,1,3
0.43,40.84,27.79,0,0
2.75,16.0,29.63,0,0
12.12,211.5,33.28,0,2
0.47,58.76,25.84,1,3
1.49,16.28,23.52,0,0
16.62,73.18,26.05,0,3
0.0,83.5,41.83,0,1
21.88,334.55,25.13,0,4
0.06,89.47,42.77,0,1
0.23,95.47,22.94,0,0
8.02,88.15,33.47,0,1
2.43,21.61,22.1,0,0
27.64,61.94,24.61,0,3
1.91,85.89,24.44,0,0
1.35,86.83,31.51,0,0
0.73,74.13,28.24,0,0
6.86,23.07,34.51,0,1
10.49,204.08,34.09,0,2
2.52,85.76,32.75,1,3
0.91,17.19,31.7,0,0
0.0,411.51,20.34,0,3
0.77,15.71,34.07,0,0
1.51,64.52,29.94,0,0
0.12,98.39,41.49,0,1
0.89,76.79,42.25,0,1
1.01,99.42,31.97,0,0
0.88,90.96,30.59,0,0
1.09,47.21,24.42,0,0
0.86,79.54,41.36,0,1
2.17,21.53,24.61,0,0
13.13,218.31,34.22,0,2
2.48,25.54,27.01,0,0
2.13,57.8,33.8,0,0
2.46,58.41,26.76,0,0
1.14,164.15,29.8,0,1
29.98,210.45,31.88,1,4
1.35,57.71,26.89,0,0
1.1,21.37,25.78,0,0
2.26,72.05,34.22,0,0
2.36,64.95,30.4,0,0
1.6,195.22,29.91,0,1
0.18,199.33,30.77,0,1
0.61,52.09,33.72,0,0
34.8,364.01,27.42,0,4
2.95,54.18,29.17,1,3
0.0,360.83,24.71,0,3
0.63,28.42,29.35,0,0
0.23,58.35,30.7,0,0
12.86,198.56,33.12,0,2
7.09,210.68,33.25,0,2
1.3,208.03,28.89,0,1
11.66,71.51,34.04,0,1
9.42,208.31,31.76,0,2
7.31,226.51,34.67,0,2
2.62,89.6,33.09,0,0
11.75,191.75,31.09,0,2
1.04,45.44,29.35,0,0
0.57,75.94,22.1,0,0
1.3,27.67,34.48,0,0
10.03,168.98,33.08,0,2
13.78,197.81,35.54,0,2
1.87,35.32,24.58,0,0
0.2,87.83,42.22,0,1
18.46,69.04,24.48,0,3
1.87,71.31,23.27,0,0
13.3,162.1,34.41,0,2
1.15,195.32,31.19,0,1
1.67,61.8,33.11,0,0
7.22,204.47,35.53,0,2
10.05,39.2,29.54,0,1
10.38,178.88,37.04,0,2
11.21,215.88,33.32,0,2
0.48,83.31,26.95,0,0
9.1,223.68,30.84,0,2
0.63,94.22,42.99,0,1
0.13,175.05,32.22,0,1
23.45,332.26,21.12,0,4
34.95,339.58,22.9,0,4
2.56,52.92,28.96,0,0
42.62,465.83,27.15,0,4
26.36,71.07,20.94,0,3
8.36,207.12,35.93,0,2
0.87,44.94,41.4,0,1
1.49,184.06,30.37,0,1
1.28,96.37,24.79,0,0
29.79,351.65,27.09,0,4
11.33,163.79,34.98,0,2
0.25,161.28,26.69,0,1
0.22,53.82,25.71,0,0
2.82,76.56,30.56,0,0
10.89,201.04,37.06,0,2
0.87,23.85,22.14,0,0
0.07,72.95,23.45,0,0
1.26,37.89,32.62,0,0
1.22,178.81,25.16,0,1
0.92,64.01,34.09,0,0
2.99,22.31,23.15,0,0
12.24,193.83,32.29,0,2
13.69,239.19,35.08,0,2
12.76,223.91,37.95,0,2
0.0,59.47,43.31,0,1
8.88,239.43,32.29,0,2
10.76,34.97,25.12,0,1
11.05,166.64,37.73,0,2
10.84,72.47,26.1,0,1
0.47,21.18,24.99,0,0
1.4,97.39,34.26,0,0
11.53,235.78,31.14,0,2
1.66,84.18,30.11,0,0
0.0,401.27,23.24,0,3
0.15,57.77,27.93,0,0
0.34,34.61,24.65,0,0
36.32,325.15,26.2,0,4
7.39,199.84,33.23,0,2
0.46,28.62,29.8,0,0
0.18,96.39,22.51,0,0
13.55,163.03,37.73,0,2
0.29,27.42,41.72,0,1
0.54,20.95,33.4,0,0
13.02,229.47,37.56,0,2
2.7,59.63,24.16,0,0
9.29,163.72,30.63,0,2
2.48,41.44,31.96,0,0
1.18,25.83,33.23,0,0
44.86,427.85,23.93,0,4
0.63,51.48,31.13,0,0
8.55,202.83,34.73,0,2
27.06,92.46,22.73,0,3
2.69,51.47,29.82,0,0
0.43,22.38,32.38,0,0
0.92,85.83,41.31,0,1
8.54,89.94,33.81,0,1
0.09,218.61,31.54,0,1
10.57,225.99,36.67,0,2
2.31,63.17,31.91,0,0
0.2,116.4,27.46,1,3
0.39,201.59,26.12,0,1
1.82,172.43,30.65,0,1
1.68,208.16,27.96,0,1
0.0,400.98,27.59,0,3
0.0,97.04,42.63,0,1
7.85,78.2,25.6,0,1
10.61,229.42,35.28,0,2
8.2,173.83,31.69,0,2
2.71,80.82,26.74,0,0
17.6,128.8,23.25,0,3
12.48,185.16,31.71,0,2
2.29,86.44,31.09,0,0
0.79,51.15,33.89,0,0
3.4,67.6,33.6,1,3
0.39,66.48,32.46,0,0
10.81,211.1,32.07,0,2
0.15,47.32,42.04,0,1
21.73,212.64,27.39,1,4
0.92,82.53,33.48,0,0
2.34,43.24,28.61,0,0
2.14,76.09,23.3,0,0
1.45,80.8,32.71,0,0
8.51,188.51,31.98,0,2
10.21,87.33,30.27,0,1
40.49,455.49,23.26,0,4
1.31,59.82,25.25,0,0
37.15,454.3,27.86,0,4
1.51,89.36,25.5,0,0
0.4,98.15,25.51,0,0
10.15,179.25,37.31,0,2
0.22,211.2,34.32,0,1
13.92,163.62,32.65,0,2
2.35,90.69,27.81,0,0
0.0,344.66,23.48,0,3
0.0,117.01,42.36,0,1
13.13,193.02,37.78,0,2
0.64,59.99,27.19,0,0
0.07,78.24,34.13,0,0
0.2,77.95,33.27,0,0
0.67,43.65,33.81,0,0
1.96,21.32,25.66,0,0
0.19,25.25,27.42,0,0
1.08,75.85,42.82,0,1
13.62,179.56,32.73,0,2
16.91,67.69,25.18,0,3
18.22,35.12,26.21,0,3
1.07,98.08,27.32,0,0
2.07,83.85,25.63,0,0
0.0,342.08,21.66,0,3
0.51,79.42,33.8,0,0
2.47,51.19,27.81,0,0
9.15,22.18,25.7,0,1
3.36,88.98,32.73,1,3
12.24,178.75,31.23,0,2
10.38,221.17,31.17,0,2
21.57,92.52,32.06,1,4
1.56,16.15,28.82,0,0
2.78,57.6,23.3,0,0
0.14,60.13,23.59,0,0
0.09,97.18,41.73,0,1
11.67,164.56,32.13,0,2
13.39,222.29,34.64,0,2
2.85,49.31,23.95,0,0
2.85,81.12,24.81,0,0
2.88,35.47,28.01,0,0
6.7,72.54,26.46,0,1
1.41,66.03,34.46,0,0
11.14,177.17,31.22,0,2
1.04,25.54,41.36,0,1
1.66,180.71,27.07,0,1
26.77,245.27,28.55,1,4
2.81,79.02,32.85,0,0
1.94,34.78,22.15,0,0
2.77,33.3,29.61,0,0
22.32,219.45,27.37,1,4
1.7,82.16,25.37,0,0
1.42,26.41,31.72,0,0
9.54,66.42,32.21,0,1
1.35,97.12,30.69,0,0
1.65,52.81,42.61,0,1
0.4,79.26,23.49,0,0
12.07,212.98,36.55,0,2
8.94,82.6,34.76,0,1
2.94,35.9,34.41,0,0
0.0,414.91,21.3,0,3
9.97,226.97,36.19,0,2
1.4,17.34,27.58,0,0
8.63,224.8,30.43,0,2
0.08,38.8,28.07,0,0
2.99,99.96,28.76,0,0
6.07,89.51,33.19,0,1
0.86,191.95,32.17,0,1
0.23,88.62,32.75,0,0
1.44,188.59,27.57,0,1
0.27,184.89,31.26,0,1
0.93,23.03,26.98,0,0
1.21,65.57,42.4,0,1
8.33,34.38,34.32,0,1
8.73,172.05,30.39,0,2
2.2,68.51,34.58,0,0
2.36,25.24,29.31,0,0
1.4,35.55,42.97,0,1
0.0,316.46,20.56,0,3
0.59,59.08,24.38,0,0
44.53,450.86,20.2,0,4
8.99,39.18,31.36,0,1
10.49,183.71,34.06,0,2
2.16,53.39,33.68,0,0
23.0,174.12,29.63,1,4
0.56,57.87,27.48,0,0
8.31,83.05,29.18,0,1
2.84,74.42,32.92,0,0
8.0,29.55,31.3,0,1
0.22,59.74,22.32,0,0
2.69,112.49,28.74,1,3
7.47,38.49,33.09,0,1
1.72,47.49,41.57,0,1
0.88,216.04,33.54,0,1
30.59,446.25,22.81,0,4
1.19,96.53,27.5,0,0
1.71,83.91,22.29,0,0
1.47,74.19,41.89,0,1
10.0,194.77,35.16,0,2
12.93,220.11,35.36,0,2
1.13,204.32,30.31,0,1
0.52,218.19,25.81,0,1
0.0,413.15,24.59,0,3
8.55,181.64,34.07,0,2
1.01,48.94,41.57,0,1
0.0,337.98,25.05,0,3
0.87,97.28,29.59,0,0
0.83,83.94,33.52,0,0
10.02,221.17,37.5,0,2
2.59,87.15,26.76,0,0
1.7,38.14,23.89,0,0
29.49,181.4,30.92,1,4
1.83,40.07,27.87,0,0
1.72,174.22,25.3,0,1
7.97,71.33,25.38,0,1
0.43,34.53,26.97,0,0
1.46,184.36,28.83,0,1
19.29,102.01,20.41,0,3
7.51,90.83,25.25,0,1
0.4,95.7,22.07,0,0
0.68,38.72,29.28,0,0
22.49,145.72,27.92,1,4
0.0,129.46,41.01,0,1
1.91,23.71,25.33,0,0
1.19,97.69,30.78,0,0
0.66,67.4,31.27,0,0
2.57,95.19,29.98,0,0
1.56,37.23,41.97,0,1
2.82,24.5,34.27,0,0
9.4,76.33,29.99,0,1
40.35,348.47,27.53,0,4
1.3,23.28,23.27,0,0
20.44,64.7,20.8,0,3
17.36,147.25,30.15,1,4
9.34,238.43,35.88,0,2
9.85,73.85,31.79,0,1
8.28,45.26,30.03,0,1
1.79,195.43,33.56,0,1
20.12,234.63,32.54,1,4
0.96,37.85,42.79,0,1
0.66,49.77,24.87,0,0
17.2,210.89,25.33,1,4
0.52,174.77,30.86,0,1
21.15,104.22,30.95,1,4
0.0,366.16,25.2,0,3
0.53,90.32,33.65,0,0
0.91,85.53,24.65,0,0
0.0,363.27,23.48,0,3
2.43,16.74,26.38,0,0
0.39,29.62,28.42,0,0
1.56,76.85,33.6,0,0
0.25,42.23,29.1,0,0
2.15,62.27,31.73,0,0
1.2,83.64,25.47,0,0
0.04,62.2,33.07,0,0
1.84,86.86,28.42,0,0
2.99,20.51,24.74,0,0
0.0,117.47,41.62,0,1
1.61,218.45,31.78,0,1
26.04,224.26,32.22,1,4
0.0,99.51,42.72,0,1
8.2,224.81,32.93,0,2
0.57,36.49,24.31,0,0
2.99,60.71,29.84,0,0
0.13,41.38,32.01,0,0
1.31,74.48,41.45,0,1
2.87,86.99,24.14,0,0
1.98,178.48,28.16,0,1
1.11,40.2,29.86,0,0
0.93,15.4,22.08,0,0
22.32,60.05,22.7,0,3
7.86,65.0,32.0,0,1
2.04,96.81,28.42,0,0
0.7,45.27,28.87,0,0
30.74,367.38,21.72,0,4
1.0,81.91,31.72,0,0
2.98,97.78,33.93,0,0
12.0,20.44,26.4,0,1
2.29,78.83,32.11,0,0
12.85,221.83,33.87,0,2
11.18,189.32,36.69,0,2
8.21,161.95,32.53,0,2
0.52,87.69,22.44,0,0
0.19,91.4,42.3,0,1
2.48,45.74,24.93,0,0
1.79,21.93,22.76,0,0
0.17,185.0,26.73,0,1
0.48,92.41,42.29,0,1
2.02,84.7,25.56,0,0
0.59,68.83,30.63,0,0
2.03,70.97,22.46,0,0
1.38,219.6,30.16,0,1
36.14,422.89,27.91,0,4
1.19,54.2,33.2,0,0
2.32,28.34,27.33,0,0
2.85,30.11,27.45,0,0
2.76,68.02,34.51,0,0
0.52,47.3,30.08,0,0
2.14,29.04,29.81,0,0
1.52,63.42,22.78,0,0
21.06,439.87,21.83,0,4
12.37,163.85,35.56,0,2
0.0,67.63,42.83,0,1
7.16,203.67,32.39,0,2
10.28,226.73,33.18,0,2
3.76,95.8,32.54,1,3
1.48,26.38,24.64,0,0
8.38,30.61,31.46,0,1
0.0,322.69,25.75,0,3
2.89,89.44,29.74,0,0
2.35,59.23,29.95,0,0
9.91,160.62,32.91,0,2
1.1,85.64,26.32,0,0
0.18,75.93,24.8,0,0
1.76,98.6,27.33,0,0
0.11,81.93,25.4,0,0
8.98,162.39,33.99,0,2
20.48,81.6,24.64,0,3
1.24,77.67,22.04,0,0
17.87,166.48,28.12,1,4
17.07,216.69,32.39,1,4
1.78,60.22,28.85,0,0
1.97,98.53,42.1,0,1
1.68,67.93,26.05,0,0
0.55,186.17,33.48,0,1
2.06,18.83,27.59,0,0
2.82,82.27,23.8,0,0
0.24,78.46,24.49,0,0
0.0,329.43,25.67,0,3
2.19,65.26,32.78,0,0
0.7,63.19,33.45,0,0
0.0,91.67,42.04,0,1
0.52,44.74,30.93,0,0
0.29,214.5,25.71,0,1
0.95,34.56,25.78,0,0
7.67,188.18,34.89,0,2
0.13,57.38,33.7,0,0
1.22,15.86,31.53,0,0
2.1,44.62,22.58,0,0
1.98,80.31,30.26,0,0
8.65,237.22,31.82,0,2
0.75,97.62,22.84,0,0
7.74,221.86,32.22,0,2
7.34,186.77,33.72,0,2
0.54,29.35,28.26,0,0
2.93,90.39,24.92,0,0
2.84,40.46,27.5,0,0
9.41,232.2,34.71,0,2
9.06,35.98,29.13,0,1
7.94,206.44,37.72,0,2
0.13,68.81,22.61,0,0
0.15,29.51,33.11,0,0
9.39,231.77,35.32,0,2
0.2,77.11,26.88,0,0
0.86,15.66,31.65,0,0
1.56,16.37,30.16,0,0
1.89,22.64,25.46,0,0
1.94,24.23,30.02,0,0
2.83,50.39,23.65,0,0
0.99,90.77,23.87,0,0
9.92,224.23,36.99,0,2
21.17,83.08,31.44,1,4
0.89,65.22,42.93,0,1
2.83,106.59,33.7,1,3
2.11,37.33,25.29,0,0
25.26,93.2,28.8,1,4
6.7,64.13,26.32,0,1
29.53,31.97,22.84,0,3
1.78,25.4,42.38,0,1
1.64,81.51,42.64,0,1
0.42,91.08,34.44,0,0
1.34,77.98,28.43,0,0
0.57,16.93,29.64,0,0
2.58,98.54,27.95,0,0
1.75,63.78,23.73,0,0
0.02,185.56,30.27,0,1
10.14,182.3,34.83,0,2
0.7,92.38,28.98,0,0
2.01,83.26,31.86,0,0
1.55,202.49,30.71,0,1
8.18,161.59,37.45,0,2
43.75,351.47,27.61,0,4
2.72,78.82,33.77,0,0
0.12,70.17,41.12,0,1
0.62,51.3,29.77,0,0
0.0,113.86,42.6,0,1
10.74,92.85,26.04,0,1
33.8,349.43,25.02,0,4
0.56,68.77,27.23,0,0
1.97,88.64,30.82,0,0
0.94,212.5,28.33,0,1
0.37,53.27,27.15,0,0
0.0,83.21,42.65,0,1
0.0,407.48,21.91,0,3
2.62,94.0,32.89,0,0
1.96,53.35,32.5,0,0
2.76,43.51,26.2,0,0
0.02,41.58,23.93,0,0
12.3,226.23,30.04,0,2
0.02,58.16,33.82,0,0
2.62,95.54,25.09,0,0
2.22,64.22,26.51,0,0
0.24,89.04,25.15,0,0
2.34,56.23,31.92,0,0
26.7,82.78,21.36,0,3
1.73,41.89,32.16,0,0
0.34,81.52,31.08,0,0
2.94,49.27,30.85,0,0
2.64,92.44,28.76,1,3
0.0,406.2,27.99,0,3
8.13,175.25,34.38,0,2
1.81,213.62,31.61,0,1
11.35,222.33,32.81,0,2
9.58,89.19,29.27,0,1
1.97,83.75,42.19,0,1
1.19,202.43,33.71,0,1
7.94,187.85,31.19,0,2
8.87,169.88,30.77,0,2
0.74,81.5,25.09,0,0
2.64,52.6,28.61,0,0
0.25,77.95,26.34,0,0
1.29,18.83,31.22,0,0
0.16,50.67,29.63,0,0
7.5,186.79,32.15,0,2
9.59,210.23,33.92,0,2
7.74,57.66,27.96,0,1
11.61,94.99,27.56,0,1
0.85,82.7,33.32,0,0
0.99,74.09,41.48,0,1
10.5,92.02,33.14,0,1
0.35,51.61,26.53,0,0
7.48,235.44,37.66,0,2
1.3,91.43,24.43,0,0
11.98,178.69,30.05,0,2
11.32,211.98,31.25,0,2
0.52,174.67,27.97,0,1
1.08,95.54,41.69,0,1
0.8,72.77,26.73,0,0
8.02,181.1,31.65,0,2
7.63,180.16,34.06,0,2
0.03,73.75,29.98,0,0
0.15,33.65,33.78,0,0
12.64,220.76,37.86,0,2
28.29,124.93,25.45,1,4
0.3,24.8,28.02,0,0
1.69,52.94,41.64,0,1
10.59,71.44,28.91,0,1
0.3,50.24,32.22,0,0
0.53,86.62,29.38,0,0
9.25,199.1,36.09,0,2
0.0,89.38,43.36,0,1
1.9,174.37,30.62,0,1
2.76,93.88,26.74,0,0
2.31,37.29,31.11,0,0
0.0,56.34,44.49,0,1
0.0,334.93,22.26,0,3
0.0,409.87,20.91,0,3
1.4,53.24,34.27,0,0
0.72,52.82,27.15,0,0
1.65,97.33,41.66,0,1
0.59,49.03,22.68,0,0
0.32,38.44,41.24,0,1
22.58,238.08,25.96,1,4
2.15,40.0,31.95,0,0
2.39,61.88,23.07,0,0
1.0,83.86,30.12,0,0
9.61,215.34,30.52,0,2
0.86,80.76,28.94,0,0
2.69,57.28,29.97,0,0
21.77,218.63,33.52,1,4
1.03,92.66,27.16,0,0
9.64,218.5,31.39,0,2
2.4,51.76,29.45,1,3
2.62,16.08,33.35,0,0
25.35,345.09,27.85,0,4
2.34,47.22,34.34,0,0
1.69,28.13,42.87,0,1
10.08,187.1,31.18,0,2
1.27,86.66,28.91,0,0
1.95,60.56,42.7,0,1
2.66,21.94,22.3,0,0
7.75,229.26,34.97,0,2
0.83,21.96,30.93,0,0
17.93,86.69,27.55,0,3
11.22,184.74,34.85,0,2
16.29,78.65,24.61,0,3
0.53,82.22,25.28,0,0
12.24,192.59,30.51,0,2
1.48,21.07,31.44,0,0
2.05,49.69,30.17,0,0
0.0,67.01,43.05,0,1
1.69,16.55,29.25,0,0
0.11,82.11,42.54,0,1
1.37,65.57,33.17,0,0
26.17,235.0,34.23,1,4
2.98,37.73,22.24,0,0
26.87,344.56,25.91,0,4
10.8,188.38,36.58,0,2
1.3,70.55,32.68,0,0
0.62,178.25,28.21,0,1
0.0,327.55,20.85,0,3
11.89,95.53,31.28,0,1
0.57,51.91,34.47,0,0
2.37,31.25,28.6,0,0
11.85,222.06,36.51,0,2
1.09,84.34,22.5,0,0
1.77,84.34,41.04,0,1
0.0,78.61,43.37,0,1
2.0,98.65,22.86,0,0
8.98,166.63,30.63,0,2
1.62,70.02,29.38,0,0
18.94,107.48,26.18,0,3
13.33,171.27,32.07,0,2
2.35,59.31,25.28,0,0
2.68,73.83,28.87,0,0
44.77,381.07,26.57,0,4
0.57,33.79,26.33,0,0
3.6,87.37,31.07,1,3
0.0,387.74,26.06,0,3
6.06,44.87,29.04,0,1
9.15,185.88,33.2,0,2
29.17,109.19,34.32,1,4
8.19,191.01,30.83,0,2
0.11,182.46,31.42,0,1
20.75,90.12,22.35,0,3
2.42,48.28,31.11,0,0
1.2,61.91,25.47,0,0
2.28,28.73,28.51,0,0
1.23,46.91,30.52,0,0
10.5,173.33,36.95,0,2
1.74,59.82,25.73,0,0
33.94,375.89,24.58,0,4
0.17,172.04,26.64,0,1
2.49,92.04,30.13,0,0
29.63,105.58,21.24,0,3
0.11,185.07,34.46,0,1
16.28,103.06,24.89,0,3
1.89,41.24,25.16,0,0
12.66,210.06,36.27,0,2
0.22,66.42,25.33,0,0
9.51,213.65,34.42,0,2
0.0,387.52,20.85,0,3
0.63,35.38,28.4,0,0
7.59,86.34,27.0,0,1
0.29,64.98,34.25,0,0
0.06,50.91,31.73,0,0
29.19,211.87,29.04,1,4
0.65,60.77,28.27,0,0
0.21,45.8,42.31,0,1
20.62,144.52,27.39,1,4
0.33,17.9,27.43,0,0
21.89,167.37,31.98,1,4
7.62,199.01,31.29,0,2
11.6,217.84,30.6,0,2
1.04,208.07,33.54,0,1
2.22,97.09,30.09,0,0
0.0,118.7,43.26,0,1
2.96,62.83,28.29,0,0
41.63,353.35,27.29,0,4
28.59,56.17,21.93,0,3
1.26,24.44,25.01,0,0
0.0,108.31,44.16,0,1
0.13,99.57,26.07,0,0
2.95,62.85,23.94,0,0
1.88,78.44,25.03,1,3
1.42,78.41,32.99,1,3
2.02,98.74,27.19,0,0
0.57,203.11,27.03,0,1
2.4,30.0,31.51,0,0
0.0,339.96,23.09,0,3
8.87,224.06,30.73,0,2
0.81,215.09,31.84,0,1
2.76,76.23,28.4,0,0
1.44,216.72,28.34,0,1
13.7,167.83,34.23,0,2
2.48,39.39,26.33,0,0
12.52,192.0,35.32,0,2
19.59,481.77,24.66,0,4
10.28,178.66,37.96,0,2
16.12,85.14,32.46,1,4
1.87,96.71,41.88,0,1
0.2,197.28,30.28,0,1
9.46,171.51,31.89,0,2
10.35,203.27,32.58,0,2
16.31,82.3,24.39,0,3
2.01,25.7,28.43,0,0
0.12,33.05,28.03,0,0
8.86,214.81,36.9,0,2
1.57,49.8,22.36,0,0
1.13,67.86,33.26,0,0
9.49,195.91,37.1,0,2
1.2,198.66,29.82,0,1
28.92,77.33,24.25,0,3
2.7,37.29,34.72,0,0
0.76,56.19,30.59,0,0
1.06,60.91,34.46,0,0
23.54,401.6,22.54,0,4
1.69,38.67,30.66,0,0
0.25,90.39,28.21,0,0
38.53,381.88,25.49,0,4
0.49,174.29,30.43,0,1
1.54,93.81,41.48,0,1
10.66,92.36,26.22,0,1
2.55,57.58,30.77,0,0
1.24,40.47,29.32,0,0
2.15,61.7,33.02,0,0
20.07,141.69,27.66,1,4
13.88,218.77,30.59,0,2
9.64,62.48,30.91,0,1
6.72,20.67,25.02,0,1
18.56,89.7,31.12,1,4
1.05,89.83,41.14,0,1
11.61,60.61,27.58,0,1
12.26,236.05,30.59,0,2
0.62,206.07,26.94,0,1
2.3,55.57,23.77,0,0
0.0,380.94,28.73,0,3
1.49,202.92,25.03,0,1
0.08,29.36,22.94,0,0
1.62,71.92,33.94,0,0
7.22,197.5,35.41,0,2
1.11,83.24,22.61,0,0
6.07,77.27,29.17,0,1
10.55,166.71,37.86,0,2
0.48,50.73,34.28,0,0
1.71,59.32,26.29,0,0
10.51,206.26,31.68,0,2
19.17,207.32,27.07,1,4
20.66,214.29,32.17,1,4
0.0,109.84,43.17,0,1
0.7,37.48,41.67,0,1
0.39,45.94,23.91,0,0
9.26,77.66,29.94,0,1
1.22,105.39,28.14,1,3
2.37,37.15,28.22,0,0
0.52,32.8,28.03,0,0
0.0,348.25,23.95,0,3
21.65,119.94,20.2,0,3
10.18,91.58,32.47,0,1
2.87,31.16,28.43,0,0
1.04,81.61,25.78,0,0
0.62,167.28,30.34,0,1
26.61,107.45,30.33,1,4
7.81,234.44,32.27,0,2
12.55,187.87,34.4,0,2
